REF_AREA,Reference area,MEASURE,Measure,EROSION_LEVEL,Erosion risk level,WATER_TYPE,Water type,NUTRIENTS,Nutrients,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,BASE_PER
CHL,Chile,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-64582.76,A,Normal value,3,NULL
CHL,Chile,CL_CH4,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.09,A,Normal value,3,NULL
CHL,Chile,FB_AR2,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,11.62,A,Normal value,3,NULL
CHL,Chile,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,77.31,A,Normal value,3,NULL
CHL,Chile,RICE,Rice cultivation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,153.05,A,Normal value,3,NULL
CHL,Chile,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,6530.34,A,Normal value,3,NULL
CHL,Chile,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,100438.19,A,Normal value,3,NULL
CHL,Chile,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,15085.53,A,Normal value,3,NULL
CHL,Chile,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,5054.23,A,Normal value,3,NULL
COL,Colombia,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,66973.36,A,Normal value,3,NULL
COL,Colombia,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,17598.14,A,Normal value,3,NULL
COL,Colombia,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,62784.46,A,Normal value,3,NULL
COL,Colombia,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,20838.29,A,Normal value,3,NULL
COL,Colombia,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,162655.75,A,Normal value,3,NULL
COL,Colombia,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,9205.94,A,Normal value,3,NULL
COL,Colombia,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.54,A,Normal value,3,NULL
COL,Colombia,OTH_N2O,Others N2O,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,102.65,A,Normal value,3,NULL
COL,Colombia,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1034.76,A,Normal value,3,NULL
COL,Colombia,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,9163.67,A,Normal value,3,NULL
COL,Colombia,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,9837.65,A,Normal value,3,NULL
COL,Colombia,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,35824.29,A,Normal value,3,NULL
COL,Colombia,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-419.77,A,Normal value,3,NULL
COL,Colombia,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,12108.95,A,Normal value,3,NULL
COL,Colombia,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,48512.47,A,Normal value,3,NULL
COL,Colombia,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,14343.48,A,Normal value,3,NULL
COL,Colombia,PB_S,Prescribed burning of savannas,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,8.2,A,Normal value,3,NULL
COL,Colombia,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,16619.58,A,Normal value,3,NULL
COL,Colombia,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,342.86,A,Normal value,3,NULL
COL,Colombia,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,48512.48,A,Normal value,3,NULL
COL,Colombia,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,86145.15,A,Normal value,3,NULL
COL,Colombia,WET_CH4,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.54,A,Normal value,3,NULL
COL,Colombia,RICE,Rice cultivation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,811.17,A,Normal value,3,NULL
COL,Colombia,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,162655.74,A,Normal value,3,NULL
COL,Colombia,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,147.98,A,Normal value,3,NULL
COL,Colombia,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,173.19,A,Normal value,3,NULL
COL,Colombia,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1469.21,A,Normal value,3,NULL
COL,Colombia,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1395.8,A,Normal value,3,NULL
COL,Colombia,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,43387.57,A,Normal value,3,NULL
COL,Colombia,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,66973.89,A,Normal value,3,NULL
COL,Colombia,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,31628.63,A,Normal value,3,NULL
COL,Colombia,PB_S2,Prescribed burning of savannas,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,7.08,A,Normal value,3,NULL
COL,Colombia,OTHER_CO2,Other land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,659.3,A,Normal value,3,NULL
COL,Colombia,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,24747.5,A,Normal value,3,NULL
COL,Colombia,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,38465.12,A,Normal value,3,NULL
COL,Colombia,OTH_CH4,Others CH4,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,368.77,A,Normal value,3,NULL
COL,Colombia,FB_AR2,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,14.38,A,Normal value,3,NULL
COL,Colombia,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,209.71,A,Normal value,3,NULL
COL,Colombia,FB_AR,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,56.89,A,Normal value,3,NULL
COL,Colombia,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,88317.75,A,Normal value,3,NULL
COL,Colombia,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,229629.63,A,Normal value,3,NULL
COL,Colombia,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,36.52,A,Normal value,3,NULL
CRI,Costa Rica,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4999.71,A,Normal value,3,NULL
CRI,Costa Rica,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2146.69,A,Normal value,3,NULL
CRI,Costa Rica,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,18736.77,A,Normal value,3,NULL
CRI,Costa Rica,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,52.7,A,Normal value,3,NULL
CRI,Costa Rica,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1970.93,A,Normal value,3,NULL
CRI,Costa Rica,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,5057.5,A,Normal value,3,NULL
CRI,Costa Rica,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1141.1,A,Normal value,3,NULL
CRI,Costa Rica,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1103.41,A,Normal value,3,NULL
CRI,Costa Rica,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,7631.42,A,Normal value,3,NULL
CRI,Costa Rica,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,603.42,A,Normal value,3,NULL
CRI,Costa Rica,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2976.33,A,Normal value,3,NULL
CRI,Costa Rica,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,13735.74,A,Normal value,3,NULL
CRI,Costa Rica,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,13735.74,A,Normal value,3,NULL
CRI,Costa Rica,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,36.39,A,Normal value,3,NULL
CRI,Costa Rica,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1807.69,A,Normal value,3,NULL
CRI,Costa Rica,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,63.33,A,Normal value,3,NULL
CRI,Costa Rica,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2976.33,A,Normal value,3,NULL
CRI,Costa Rica,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4782.79,A,Normal value,3,NULL
CRI,Costa Rica,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,766.31,A,Normal value,3,NULL
CRI,Costa Rica,WET_CH4,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,45.99,A,Normal value,3,NULL
CRI,Costa Rica,PB_S2,Prescribed burning of savannas,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,3.4,A,Normal value,3,NULL
CRI,Costa Rica,FB_AR2,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,7.67,A,Normal value,3,NULL
CRI,Costa Rica,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,394.19,A,Normal value,3,NULL
CRI,Costa Rica,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1.75,A,Normal value,3,NULL
CRI,Costa Rica,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-4610.6,A,Normal value,3,NULL
CRI,Costa Rica,PB_S,Prescribed burning of savannas,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2.52,A,Normal value,3,NULL
CRI,Costa Rica,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4129.17,A,Normal value,3,NULL
CRI,Costa Rica,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,52.7,A,Normal value,3,NULL
CRI,Costa Rica,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,861.06,A,Normal value,3,NULL
CRI,Costa Rica,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,63.33,A,Normal value,3,NULL
CRI,Costa Rica,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,7815.38,A,Normal value,3,NULL
CRI,Costa Rica,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,164.22,A,Normal value,3,NULL
CRI,Costa Rica,F_CH4,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,118.23,A,Normal value,3,NULL
CRI,Costa Rica,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2024.58,A,Normal value,3,NULL
CRI,Costa Rica,RICE,Rice cultivation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,280.03,A,Normal value,3,NULL
CRI,Costa Rica,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,571.7,A,Normal value,3,NULL
CRI,Costa Rica,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,8255.12,A,Normal value,3,NULL
CRI,Costa Rica,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-392.92,A,Normal value,3,NULL
CRI,Costa Rica,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,955.51,A,Normal value,3,NULL
CRI,Costa Rica,FB_AR,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,20.05,A,Normal value,3,NULL
CZE,Czechia,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,106732.7,A,Normal value,3,NULL
CZE,Czechia,F_CH4,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,26.45,A,Normal value,3,NULL
CZE,Czechia,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4653.45,A,Normal value,3,NULL
CZE,Czechia,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,7484.56,A,Normal value,3,NULL
CZE,Czechia,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,3095.57,A,Normal value,3,NULL
CZE,Czechia,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-7081.62,A,Normal value,3,NULL
CZE,Czechia,CL_N2O,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4.24,A,Normal value,3,NULL
CZE,Czechia,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,197.8,A,Normal value,3,NULL
CZE,Czechia,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,3479.12,A,Normal value,3,NULL
CZE,Czechia,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,3313.97,A,Normal value,3,NULL
CZE,Czechia,PFC,Perfluorocarbons (PFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4.18,A,Normal value,3,NULL
CZE,Czechia,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,101483.57,A,Normal value,3,NULL
CZE,Czechia,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,129251.71,A,Normal value,3,NULL
CZE,Czechia,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,16205.14,A,Normal value,3,NULL
CZE,Czechia,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,89.18,A,Normal value,3,NULL
CZE,Czechia,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,85.59,A,Normal value,3,NULL
CZE,Czechia,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,129251.71,A,Normal value,3,NULL
CZE,Czechia,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-7013.07,A,Normal value,3,NULL
CZE,Czechia,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,122170.09,A,Normal value,3,NULL
CZE,Czechia,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,7484.56,A,Normal value,3,NULL
CZE,Czechia,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-7127.11,A,Normal value,3,NULL
CZE,Czechia,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,142.27,A,Normal value,3,NULL
CZE,Czechia,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-118.16,A,Normal value,3,NULL
CZE,Czechia,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,201.55,A,Normal value,3,NULL
CZE,Czechia,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,14893.86,A,Normal value,3,NULL
CZE,Czechia,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,26.45,A,Normal value,3,NULL
CZE,Czechia,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,340.07,A,Normal value,3,NULL
CZE,Czechia,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-323.53,A,Normal value,3,NULL
CZE,Czechia,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,55200.07,A,Normal value,3,NULL
CZE,Czechia,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,13.85,A,Normal value,3,NULL
CZE,Czechia,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,19820.02,A,Normal value,3,NULL
CZE,Czechia,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,10258.34,A,Normal value,3,NULL
CZE,Czechia,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2880.61,A,Normal value,3,NULL
CZE,Czechia,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,351.39,A,Normal value,3,NULL
CZE,Czechia,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,5431.57,A,Normal value,3,NULL
CZE,Czechia,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,14852,A,Normal value,3,NULL
CZE,Czechia,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,3665.37,A,Normal value,3,NULL
CZE,Czechia,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,19.04,A,Normal value,3,NULL
DNK,Denmark,SETT_N2O,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,16.77,A,Normal value,3,NULL
DNK,Denmark,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.66,A,Normal value,3,NULL
DNK,Denmark,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,3097.39,A,Normal value,3,NULL
DNK,Denmark,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2068.18,A,Normal value,3,NULL
DNK,Denmark,WET_N2O,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.1,A,Normal value,3,NULL
DNK,Denmark,GL_CH4,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,110.38,A,Normal value,3,NULL
DNK,Denmark,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,21.14,A,Normal value,3,NULL
DNK,Denmark,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,6643.68,A,Normal value,3,NULL
DNK,Denmark,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,243.88,A,Normal value,3,NULL
DNK,Denmark,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,229.47,A,Normal value,3,NULL
DNK,Denmark,PFC,Perfluorocarbons (PFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,3.31,A,Normal value,3,NULL
DNK,Denmark,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,8614.24,A,Normal value,3,NULL
DNK,Denmark,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-93.66,A,Normal value,3,NULL
DNK,Denmark,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,278.29,A,Normal value,3,NULL
DNK,Denmark,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,12154.95,A,Normal value,3,NULL
DNK,Denmark,OTH_CARB,Other carbon-containing fertilisers,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1.67,A,Normal value,3,NULL
DNK,Denmark,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1784.6,A,Normal value,3,NULL
DNK,Denmark,FB_AR,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2.25,A,Normal value,3,NULL
DNK,Denmark,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4139.34,A,Normal value,3,NULL
DNK,Denmark,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,246.21,A,Normal value,3,NULL
