REF_AREA,Reference area,MEASURE,Measure,EROSION_LEVEL,Erosion risk level,WATER_TYPE,Water type,NUTRIENTS,Nutrients,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,BASE_PER
DNK,Denmark,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,58978.12,A,Normal value,3,NULL
DNK,Denmark,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,12466.28,A,Normal value,3,NULL
DNK,Denmark,GL_N2O,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.06,A,Normal value,3,NULL
DNK,Denmark,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1055.12,A,Normal value,3,NULL
DNK,Denmark,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,38.61,A,Normal value,3,NULL
DNK,Denmark,F_CH4,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,26.8,A,Normal value,3,NULL
DNK,Denmark,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,43115.73,A,Normal value,3,NULL
DNK,Denmark,WET_CH4,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,20.16,A,Normal value,3,NULL
DNK,Denmark,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,12154.95,A,Normal value,3,NULL
DNK,Denmark,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4018.89,A,Normal value,3,NULL
DNK,Denmark,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,7238.97,A,Normal value,3,NULL
DNK,Denmark,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1198.73,A,Normal value,3,NULL
DNK,Denmark,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,5193.68,A,Normal value,3,NULL
DNK,Denmark,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,154.71,A,Normal value,3,NULL
DNK,Denmark,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-3420.17,A,Normal value,3,NULL
DNK,Denmark,FB_AR2,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.34,A,Normal value,3,NULL
DNK,Denmark,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,57779.39,A,Normal value,3,NULL
DNK,Denmark,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,19372.28,A,Normal value,3,NULL
DNK,Denmark,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4669.77,A,Normal value,3,NULL
DNK,Denmark,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,42501.14,A,Normal value,3,NULL
DNK,Denmark,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,697.71,A,Normal value,3,NULL
DNK,Denmark,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,57779.39,A,Normal value,3,NULL
DNK,Denmark,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,881.84,A,Normal value,3,NULL
DNK,Denmark,CL_CH4,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,120.96,A,Normal value,3,NULL
DNK,Denmark,CL_N2O,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.54,A,Normal value,3,NULL
DNK,Denmark,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2344.64,A,Normal value,3,NULL
DNK,Denmark,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4001.9,A,Normal value,3,NULL
EST,Estonia,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-3038.04,A,Normal value,3,NULL
EST,Estonia,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,661.1,A,Normal value,3,NULL
EST,Estonia,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,241.93,A,Normal value,3,NULL
EST,Estonia,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,950.87,A,Normal value,3,NULL
EST,Estonia,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,115.06,A,Normal value,3,NULL
EST,Estonia,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-129.56,A,Normal value,3,NULL
EST,Estonia,F_CH4,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,74.75,A,Normal value,3,NULL
EST,Estonia,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.37,A,Normal value,3,NULL
EST,Estonia,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,562.86,A,Normal value,3,NULL
EST,Estonia,WET_CH4,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.11,A,Normal value,3,NULL
EST,Estonia,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,201.52,A,Normal value,3,NULL
EST,Estonia,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,18988.85,A,Normal value,3,NULL
EST,Estonia,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,383.12,A,Normal value,3,NULL
EST,Estonia,CL_N2O,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,3.43,A,Normal value,3,NULL
EST,Estonia,SETT_N2O,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,6.47,A,Normal value,3,NULL
EST,Estonia,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,720.51,A,Normal value,3,NULL
EST,Estonia,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1451.6,A,Normal value,3,NULL
EST,Estonia,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1280.44,A,Normal value,3,NULL
EST,Estonia,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2.19,A,Normal value,3,NULL
EST,Estonia,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,19660.42,A,Normal value,3,NULL
EST,Estonia,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,21865.08,A,Normal value,3,NULL
EST,Estonia,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-686.62,A,Normal value,3,NULL
EST,Estonia,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,19163.29,A,Normal value,3,NULL
EST,Estonia,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,21865.08,A,Normal value,3,NULL
EST,Estonia,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-4076.17,A,Normal value,3,NULL
EST,Estonia,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,621.82,A,Normal value,3,NULL
EST,Estonia,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,993,A,Normal value,3,NULL
EST,Estonia,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,162.21,A,Normal value,3,NULL
EST,Estonia,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2248.84,A,Normal value,3,NULL
EST,Estonia,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,15038.16,A,Normal value,3,NULL
EST,Estonia,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,6.47,A,Normal value,3,NULL
EST,Estonia,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,431.63,A,Normal value,3,NULL
EST,Estonia,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,74.86,A,Normal value,3,NULL
EST,Estonia,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,750.98,A,Normal value,3,NULL
EST,Estonia,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,6.11,A,Normal value,3,NULL
EST,Estonia,OTHER_N2O,Other land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4.18,A,Normal value,3,NULL
EST,Estonia,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1451.6,A,Normal value,3,NULL
EST,Estonia,WET_N2O,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1.98,A,Normal value,3,NULL
EST,Estonia,OTHER_CO2,Other land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,64.58,A,Normal value,3,NULL
EST,Estonia,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-2701.78,A,Normal value,3,NULL
EST,Estonia,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,823.3,A,Normal value,3,NULL
EST,Estonia,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,261.4,A,Normal value,3,NULL
FIN,Finland,IPP,Industrial processes and product use,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,5731.98,A,Normal value,3,NULL
FIN,Finland,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,48081.48,A,Normal value,3,NULL
FIN,Finland,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-20273.06,A,Normal value,3,NULL
FIN,Finland,AGR,Agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,6350.39,A,Normal value,3,NULL
FIN,Finland,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,760.98,A,Normal value,3,NULL
FIN,Finland,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,62700.93,A,Normal value,3,NULL
FIN,Finland,UA,Urea application,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.98,A,Normal value,3,NULL
FIN,Finland,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2834.52,A,Normal value,3,NULL
FIN,Finland,SF,Sulphur hexafluoride (SF6),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,31.79,A,Normal value,3,NULL
FIN,Finland,TR,Transport,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,11959.58,A,Normal value,3,NULL
FIN,Finland,HFC,Hydrofluorocarbons (HFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1290.88,A,Normal value,3,NULL
FIN,Finland,WET_N2O,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,85.9,A,Normal value,3,NULL
FIN,Finland,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4044.12,A,Normal value,3,NULL
FIN,Finland,F_CH4,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,879.71,A,Normal value,3,NULL
FIN,Finland,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1826.29,A,Normal value,3,NULL
FIN,Finland,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-32493.86,A,Normal value,3,NULL
FIN,Finland,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,42427.87,A,Normal value,3,NULL
FIN,Finland,SETT_N2O,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,17.49,A,Normal value,3,NULL
FIN,Finland,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2941.8,A,Normal value,3,NULL
FIN,Finland,PFC,Perfluorocarbons (PFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,4.2,A,Normal value,3,NULL
FIN,Finland,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2537.08,A,Normal value,3,NULL
FIN,Finland,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,62700.93,A,Normal value,3,NULL
FIN,Finland,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-2367.2,A,Normal value,3,NULL
FIN,Finland,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,5614.36,A,Normal value,3,NULL
FIN,Finland,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1712.45,A,Normal value,3,NULL
FIN,Finland,SETT_CO2,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1496.88,A,Normal value,3,NULL
FIN,Finland,GL_CH4,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.04,A,Normal value,3,NULL
FIN,Finland,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,3200.61,A,Normal value,3,NULL
FIN,Finland,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,51715.58,A,Normal value,3,NULL
FIN,Finland,CO2_LULUCF,Total Carbone dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-23058.21,A,Normal value,3,NULL
FIN,Finland,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,315.26,A,Normal value,3,NULL
FIN,Finland,CL_N2O,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,7.66,A,Normal value,3,NULL
FIN,Finland,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,527.33,A,Normal value,3,NULL
FIN,Finland,FB_AR2,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.6,A,Normal value,3,NULL
FIN,Finland,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2304.74,A,Normal value,3,NULL
FIN,Finland,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,6350.39,A,Normal value,3,NULL
FIN,Finland,EI,Energy industries,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,22142.12,A,Normal value,3,NULL
FIN,Finland,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,7392.67,A,Normal value,3,NULL
FIN,Finland,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,958.86,A,Normal value,3,NULL
FIN,Finland,GL_N2O,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,0.88,A,Normal value,3,NULL
FIN,Finland,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,5598.09,A,Normal value,3,NULL
FIN,Finland,FB_AR,Field burning of agricultural residues,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2.46,A,Normal value,3,NULL
FIN,Finland,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,314.29,A,Normal value,3,NULL
FIN,Finland,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,8381.7,A,Normal value,3,NULL
FIN,Finland,WET_CH4,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,79.11,A,Normal value,3,NULL
FRA,France,TOTGHG_LULUCF,Total greenhouse gas from LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-45463.03,A,Normal value,3,NULL
FRA,France,CH4AGR,Total methane (CH4) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,46049.21,A,Normal value,3,NULL
FRA,France,N2O,Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,28019.06,A,Normal value,3,NULL
FRA,France,OTHER_CO2,Other land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,110.58,A,Normal value,3,NULL
FRA,France,MANURE,Manure management,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,6912.77,A,Normal value,3,NULL
FRA,France,CO2AGR,Total Carbone dioxide (CO2) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,2014.18,A,Normal value,3,NULL
FRA,France,OTH_SECTOR,Other sectors,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,101943.17,A,Normal value,3,NULL
FRA,France,N2O_LULUCF,Total Nitrous oxide (N2O),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1377.48,A,Normal value,3,NULL
FRA,France,AGR_SOIL,Agricultural soil,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,19813.35,A,Normal value,3,NULL
FRA,France,CH4_LULUCF,Total methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,1244.92,A,Normal value,3,NULL
FRA,France,SETT_CH4,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,60.21,A,Normal value,3,NULL
FRA,France,CO2,Carbon dioxide (CO2),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,372705.77,A,Normal value,3,NULL
FRA,France,TOTGHG_SOURCE,Total greenhouse gas emissions by source (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,487905.8,A,Normal value,3,NULL
FRA,France,F_CH4,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,432.1,A,Normal value,3,NULL
FRA,France,SETT_N2O,Settlements,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,226.91,A,Normal value,3,NULL
FRA,France,CL_CO2,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,12585.93,A,Normal value,3,NULL
FRA,France,NRJ,Energy,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,345384.7,A,Normal value,3,NULL
FRA,France,GL_CO2,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,5849.61,A,Normal value,3,NULL
FRA,France,GL_N2O,Grassland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,67.47,A,Normal value,3,NULL
FRA,France,CH4,Methane (CH4),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,68636.61,A,Normal value,3,NULL
FRA,France,RICE,Rice cultivation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,58.86,A,Normal value,3,NULL
FRA,France,WET_CH4,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,8.57,A,Normal value,3,NULL
FRA,France,MIC,Manufacturing industries and construction,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,53665.03,A,Normal value,3,NULL
FRA,France,CL_N2O,Cropland,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,648.53,A,Normal value,3,NULL
FRA,France,TOTGHG_GAZ,Total greenhouse gas emissions by gas (without LULUCF),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,487905.8,A,Normal value,3,NULL
FRA,France,F_CO2,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-71556.29,A,Normal value,3,NULL
FRA,France,TOTGHG_LULU,Total greenhouse gas emissions with LULUCF,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,442442.77,A,Normal value,3,NULL
FRA,France,EF,Enteric fermentation,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,39039.54,A,Normal value,3,NULL
FRA,France,WASTE,Waste,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,19787.16,A,Normal value,3,NULL
FRA,France,GHG_AG,Total greenhouse gas emissions from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,71179.71,A,Normal value,3,NULL
FRA,France,HWP_CO2,Harvest wood products,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,-2223.57,A,Normal value,3,NULL
FRA,France,PFC,Perfluorocarbons (PFCs),N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,581.64,A,Normal value,3,NULL
FRA,France,WET_N2O,Wetlands,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,12.53,A,Normal value,3,NULL
FRA,France,OT_CO2,Others,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,103.76,A,Normal value,3,NULL
FRA,France,LIM,Liming,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,904.79,A,Normal value,3,NULL
FRA,France,N2OAGR,Total nitrous oxide (N2O) from agriculture,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,23116.33,A,Normal value,3,NULL
FRA,France,OTHER_N2O,Other land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,3.42,A,Normal value,3,NULL
FRA,France,F_N2O,Forest land,N/A,N/A,N/A,N/A,N/A,N/A,T_CO2E,Tonnes of CO2-equivalent,2013,227.62,A,Normal value,3,NULL
